DESCRIPTIONS,severity,severity_score
EMPLOYEE ITEM RELATION SRNO. 2018154  CONSUMABLE ITEMS NOT SHOWING.  PLS CHK,,50
"AT THE TIME OF MANUAL KNOCKOFF, KNOCKOFF DATA NOT SHOWING.  PLS CHECK.  PARTY NAME- BHAGWAN AUTO PRODUCTS.",,50
"JV/23-24/1704 there is a space in bill no. in starting of number pls remove the space  Tester - Vipin, Laima",,50
ADD ITEM DESCRIPTION,,35
ADD ITEM DESCRIPTION,,35
MRN - 20186550  NO STOCK IMPACT .  PLS CHECK,,50
201823187  STATUS SHOW NA INSTEAD OF CANCEL   PLS CHECK,,50
"INWARD - IN/24-25/2661  DATA NOT SHOWING.  PLS CHECK   TESTER - LAIMA, VIPIN",,50
ADD ITEM DESCRIPTION ,,35
"Add Item Description  TESTER:-VIPIN , LAIMA",,35
"REMOVE PERMISSION OF SUPPORT MANAGEMENT    SECURITY CODE :P104  USER NAME : ST060DEEPAK    Name : Deepak  Department : Product  Designation : Software Tester  TESTER:LAIMA ,VIPIN      ",,50
"ADD ITEM DESCRIPTION  TESTER:-LAIMA,VIPIN",,35
"ADD ITEM DESCRIPTION   TESTER:LAIMA ,VIPIN",,35
"Add TextBox From FY , To FY, From Date and To Date and Some Validation Add From Widget Permission Form",,35
PRINT ME T&C SERIAL WISE NHI DIKHA RA HAI .  PLS CHECK.,,50
USER ID -PARDEEP KUMAR  PASWD- sanchay@123  EMPLOYEE CODE-09587  NOT ABLE TO LOGIN IN ERP   PLS CHECK,,50
PFA  ,,50
"PO/2425/1994  TRANSACTION STATUS SHOWING 0   PLS CHECK   TESTER- LAIMA, VIPIN",,50
Please Complete Work as Per System.,,50
JWI/24-25/458  JWI/24-25/457  DEBIT CREDIT NOT MATCH   PLS CHECK.  ,,50
PLS ADD NEW COLUMN (TICKET ID) ON SEARCH FILTER.,,35
STORE REQUISITION- 2018100911  STORE ISSUE NOT GETTING SAVE,,50
PLEASE REMOVE THE PERMISSION   EMPLOYEE CODE- 1006  DEPT- CUSTOM/DGFT  DESIGNATION-CEO,,50
"PHYSICAL EXECUTE- PHY/24-25/4  DATA NOT SHOWING AFTER SAVE  PLS CHECK  TESTER- LAIMA, VIPIN",,50
Not able to save store requisition .  pls check   exception -Simple Service Error on: {0} Object reference not set to an instance of an object. at Utility.APIConnect.StoreConnect.d__48.MoveNext() in E:\CLIENTUPDATE\LIVECODE\UI\WebAPIConnect\APIConnect\StoreConnect.cs:line 1090  METHOD-SaveStoreRequisition  ,,80
STORE ISSUE NOT GETTING SAVE  PLS CHECK  STORE REQ - 2018100950  ,,50
"In store module, Batch wise stock 1 report is not showing pls check.",,50
"PLEASE CHANGE THE NAME FROM MAINTENANCE REPORT TO (Maintenance FMS).  TESTER- LAIMA, VIPIN",,35
STORE ISSUE KE TIME PE STOCK NHI SHOW KAR RHA HAI BUT STOCK PADA HUA HAI .  STORE REQUITION - 1  ITEM CODE-540758  USER ID- SANDEEP  PSWD-251195  ,,50
"WHEN CKICK ON PL VERIFY, ID GETS LOGOUT  PLS CHECK",,50
NOT ABLE TO SAVE ITEM  LOADER RUNNING.  EXCEPTION SHARED ON SKYPE.  ,,80
GE/24-25/2938  STATUS SHOWING NA PLS CHECK,,50
CUSTOMER-RAJVEER ENTERPRISE  ADD PINCODE-394230,,35
"NOT ABLE TO EXPORT .  PLS CHECK  PROBLEM FACING AGAIN AND AGAIN.  Simple Service Error on: {0} Index was outside the bounds of the array. at System.Data.SqlClient.TdsParser.TryReadDecimalBits(Int32 length, TdsParserStateObject stateObj, Int32[]& bits) at System.Data.SqlClient.TdsParser.TryReadSqlDecimal(SqlBuffer value, Int32 length, Byte precision, Byte scale, TdsParserStateObject stateObj) at System.Data.SqlClient.TdsParser.TryReadSqlValue(SqlBuff",,80
Please Complete Work as Per System.,,50
"JAB CONTROL PLAN ID ANDAR DASHBOARD PE SERCH KARTE HAI TOH SAARE BUTTONS CROSS HOJATE HAI ,   VHI BHAR SEARCH FILTER PE SEARCH KARTE HAI TOH SAHI CHALTA HAI.  PLS CHECK  TESTER LAIMA, VIPIN",,50
GE/24-25/2966   STATUS SHOWING NA PLS CHECK AND GIVE PERMANENT SOLUTION.,,50
INWARD NOTE- IN/24-25/2976  DATA NOT SHOWING,,50
PQ-671   DATA NOT SHOWING .,,50
GL(PURCHASE & SALE) POPUP ME SPACE BUTTON PE DATA SLOW AARHA HAI ...,,60
Print me item nahi dikha rha hai .  ,,50
DEPT- Account   DESIGNATION-Store Sr Executive   EMP CODE-10285  REMOVE PERMISSION OF PURCHASE .  DEPT- Account   DESIGNATION-Account Sr Executive  EMP CODE-71708   REMOVE PERMISSION OF PURCHASE .  ,,50
Employee code- 011436  Username change kardo-SANTOSH011436 ,,35
store req no.-2018100950  store issue not getting save.,,50
PRODUCTION PLAN ID- 20186943  CONSUMABLE STOCK NOT FOUND KA MESSAGE AARHA HAI ... STOCK SHOW KAR RHA HAI POPUP ME .  PLS CHECK ,,50
data not showing after save.,,50
DELIVERY NOTE POUP NOT WORKING. DATA NOT SHOWING  EXCEPTION- ,,90
"IN PURCHASE MODULE, SUPPLIER ORDER AMENDMENT FORM NOT SHOWING.  PLS CHECK",,50
"SALES ORDER ME , APPROVAL ME DATA NHI AARHA HAI.",,50
https://docs.google.com/spreadsheets/d/11WL0lcxlfxfk5ApVQTdGOB9oWYGhkyBZ/edit?usp=sharing&ouid=114662850596974252574&rtpof=true&sd=true,,50
CONSUMABLES  ME S GROUP- FINISH GOOD  BHI KRNA HAI.,,50
"SR NO. 2018101185 ,2018101133  ISSUE WHILE SAVE  AS DISCUSSED.  ",,50
" In Supplier Order Print HSN Code are showing Wrong, Please Correct this. As you can see in Attachment , HSN Code are showing in two Place and both are different.This Problem is coming when we make Supplier order by Supplier Quotation.",,50
https://docs.google.com/spreadsheets/d/1lv-MnHTQwKKVXwOVPdFL7a92WyMlyPNb/edit?usp=sharing&ouid=114662850596974252574&rtpof=true&sd=true,,50
edit karne pe material row update nhi horhi.,,35
https://docs.google.com/spreadsheets/d/1dRK-7EPr3L5KTrB7ByahQmtKeHGYIbRo/edit?usp=sharing&ouid=114662850596974252574&rtpof=true&sd=true,,50
https://docs.google.com/spreadsheets/d/1ehXQnjWlqHose9anQI8-6Fk2Lva8RUUS/edit?usp=sharing&ouid=114662850596974252574&rtpof=true&sd=true,,50
https://docs.google.com/spreadsheets/d/1kS2P2AVtPR7zMj1hYJ_-pKGKs3FLAe8L/edit?usp=sharing&ouid=114662850596974252574&rtpof=true&sd=true,,50
https://docs.google.com/spreadsheets/d/1yDi9NoKJHrhoFNMQMF-MbBCBqLygo4JP/edit?usp=sharing&ouid=114662850596974252574&rtpof=true&sd=true,,50
https://docs.google.com/spreadsheets/d/1lBLNVX60CUnkc2ZLXurIreDhmy3M8pkh/edit?usp=sharing&ouid=114662850596974252574&rtpof=true&sd=true,,50
"COLUMNS ADD KRNE HAI LEADS ME DELIVERABLE, DATE & TIME, RECORD CREATED BY  ENQUIRY ID SERIES ASCENDING/ DESCENDING ?  ",,35
ITEM DISPLAY NAME SE SEARCH NHI HORHA HA DATA NHI AARA  BUT SKU SE AARHA HAI .   REFERENCE - Car Speaker DBSP06   SKU- (9)  ,,50
CHANGE EVENT CLASS ACCORDING TO EVENT TESTING.,,35
https://docs.google.com/spreadsheets/d/1jVvx6TkmsOLYtWvlGiFm5mZsRsDm9Fmp/edit?usp=sharing&ouid=114662850596974252574&rtpof=true&sd=true,,50
HSN SEARCH FILTERS NOT WORKING.,,90
DATA NOT SHOWING IN INWARD NOTE,,50
Item popup me item with  speacial character se item search kar re hai toh nhi aarha .   For refernce -541216  METAL PULLER #3 COFFEE GOLD  ,,50
Item display name me special character hai toh search nhi hora search filter se   For reference- METAL PULLER #3 COFFEE GOLD  ,,50
https://docs.google.com/spreadsheets/d/1Hwbwqrvh4o9BlgbSHUZQIwvnSFj3HLWz/edit?usp=sharing&ouid=114662850596974252574&rtpof=true&sd=true,,50
"201811325 ,201811326   PO NOT SHOWING IN INWARD NOTE.",,50
ddlmoduletype_SelectedIndexChanged ,,35
SUPPLIER BILL NOT GETTING SAVE.   PLS CHCK,,50
GATE ENTRY TIME ME COLON AUTOMATIC NHI AARHA .,,50
Incorrect data is showing in Attendance report working hours  Inka A shift mae approve kra hai but C shift show krra hai  WORKING HOURS BHI SAHI NHI SHOW KAR RHA.  EMPLOYEE CODE -71815 Subhash /Helper /Admin,,50
"Please do the following Changes as I have been marked  in Yellow Colour in attach excel sheet.(Shashi Sir, Laima)",,35
"GET QTYFX, RATE FX DATA WHEN ADD SQ NO.",,35
ADD BUTTON WORK ON QTY FX IN Sales Invoice Against Delivery Note .,,35
"GET QTYFX, RATE FX DATA WHEN ADD SQ NO,  ",,35
Pls delete Calculation template PUR01 from there.,,50
UPDATE GL001  IN SUPPLIER MASTER .,,35
 IMPROVEMENT ( SALES QUOTATION AMENDMENT) FX FUNCTIONALITY,,50
Store Issue print is not correct .  pls update .,,35
GE/24-25/3022 NOT SHOWING IN INWARD NOTE. ,,50
"1.Data hold krna hai dashboard pe  transaction close ke baad.  2. Refresh button not working.  3. Print karne ke baad search button pe click nhi horha , back nhi horha... form close karna padta hai.",,90
when we create MRN in description row there is mrn quantity it will automatically update according to sales order,,35
when we log in there is security key option sgn wants to change security key no and also there also shows captcha so they want to remove it  ,,35
In sales enquirey/ quotation - Alternate unit & Quantity (Transction & Print) - Delete or Disable (no need of it ),,50
In Quotation shipping address will be not shown in print format.,,35
On quotation format add one box for declaration below terms& condition box ( terms & condition me declaration ki row bhi chaiye alag se )  In quotation or invoice option for add description or any other details in the material line.  In Quotation Remove & Add option( at the time of billing remove & add the item option).,,35
Sale invoice me data nhi show kar rha hai koi bhi.  pls check.. urgent ,,50
"Loader running while attendance mark   ( In case of self, manual , others ) all.  Takes so much time while mark.",,50
Purchase requisition se remarks column ka data nhi  pick kar rha supplier order me.  ,,50
IN ATTENDAnce log in jis person ki id se hua hai uske alwa bhi dusare person ki photo accept ho rahi hai and evening me OUT kar diya uske bad bhi morning me punch karte time wapas OUT hi show kar raha hai and jab punch kar rahe hai tab 10 - 15 mint leta hai punch me or bhut jyda load le raha hai ,,50
"in our services you should add only that services SGN provide you in pdf.SPEELING ERROR (in why choose us is vhoose  and also welcome to our website in which comma betwwen CA & Custom broker , in website spelling error of earlier and in same page it is DGFT not DGPT, in contact us please add state name gujrat also and it is 3rd floor , and space between gmails and also add Our Accreditations",,80
Mrn - POS/24-25/14 (STAR SHIPPING SERVICES (I) PVT. LTD.) not showing in supplier bill.  pls check,,50
item name search filter not working.,,90
https://docs.google.com/spreadsheets/d/1QmRx369YEuEjsauMH00LLh_OnRu5oNSh/edit?usp=sharing&ouid=114662850596974252574&rtpof=true&sd=true,,50
"PO/24-25/51   Dayanidhi Textiles Pvt. Ltd.  In amendment, ship to gets duplicate ... pls check ss attach .",,50
GST/2425/1142   PLS REMOVE TRANSPORT ID.,,50
SUPPLIER BILL  APPROVE NHI HORHA .PLS CHECK   ,,50
in customer master a function where pdf will be submitted of their customer and auto generate customer id ( esa function jisme customer ke jo bhi documents hote hai for kyc in their firm wo upload kar sake to pdf submission ka feature taki bad me usi ki print nikal sake jab bhi jrurt ho har baar customer se nhi lena pada and jo customer id hai wo auto generate ho matlab jab bhi new customer create karte hai to id dekhni padti hai previous cust.ki,,50
PE/24-25/40  Approved se hatana hai  edit button open karna hai   ,,50
NEGATIVE ME SHOW KAR RHA HAI CLOSING  PLS CHECK & RESOLVE.  FOR REF- PFA,,50
https://docs.google.com/spreadsheets/d/1h21v6HyXvCJqA-xuQFTJOMmeYgrz-gfi/edit?usp=sharing&ouid=114662850596974252574&rtpof=true&sd=true,,50
"PLS CANCEL THESE SALE INVOICES BECAUSE IN CUSTOMER MASTER GST HAS BEEN WRONGLY CHANGED DUE TO THIS IMPOACT GOES WRONG .  ALSO REVERSE ALL IMPACT RELATED TO THESE INVOICES.  PE/24-25/40,PE/24-25/41,PE/24-25/42,PE/24-25/43,PE/24-25/44,PE/24-25/45",,35
PO/24-25/57/A001   NOT SHOWING IN INWARD   APPROVAL STATUS SHOWING O .  PLS CHECK ,,50
REMOVE PERMISSION OF STORE MODULE  DEPARTMENT- Account  Designation- Account Executive  Name- Tisha,,50
Development rest API with mongodb and python  Filter option 1. Device name 2. Multiple selection 3. From Date To Date   As per discussion with Ram Sir.,,50
SUPPLIER MASTER ME ADDRESS DEACTIVE VALE BHI SHOW KAR RE HAI INWARD ME.  ONLY ACTIVE AANE CHAIYE.,,35
MENU- CIAW1 ( app.sanchay.org) (whatsapp icon)    MENU- CIAM1 (http://164.52.195.161) (sms icon)    MODULE SECURITY PANEL ME RAHEGA FORMAT ME.  ,,50
GL REPORT ME IMPACT NHI AARHA .  REFERENCE - PI/24-25/2  GL-GL001  SL-S0714,,50
SL REPORT ME IMPACT NHI AARHA .  REFERENCE - PI/24-25/2   SL-S0714 ,,50
"IN/24-25/3070   DATA NOT SHOWING .  PLS CHECK & GIVE PERMANENT SOLUTION .    THIS PROBLEM COME AGAIN & AGAIN .. PLS PROVIDE PERMANENT SOLUTION  ASAP.  PREVIOUS SAME PROBLEM TICKETS.  2025124,202598,202574,  202521,2024880,2024851,",,50
GE/24-25/3041 NOT SHOWING IN INWARD NOTE .  EDIT BUTTON IS OPEN WHILE THE TRANSACTION IS APPROVE.  PLS CHECK .  AND PROVIDE PERMANENT SOLUTION .    ,,50
Remove this form from ERP.  As told by shashi sir.,,50
"IN THIS REPORT , SEARCH FILTERS DOESN'T WORK .  ",,50
CHANGE EVENT CLASS ACCORDING TO EVENT TESTING. ,,35
https://docs.google.com/spreadsheets/d/1ypyrBIi-IVl_5ErHKbEnWwXdrYvcZ2F0/edit?usp=sharing&ouid=114662850596974252574&rtpof=true&sd=true,,50
Please Complete Work as Per System. pls find the attachment Loader buffering on sales order form open time and taking too much time for open the sales order form and Inward note taking too much time for previous data search pls solve as possible,,50
CLOSING QTY SHOWS IN NEGATIVE OF MANY ITEMS.PLS CHECK   FOR REFERENCE-  SKU- 202045 (S.B.SAE 4140 DIA 70 MM (RANDHIR)  SKU-1000000127  ,,50
"2 MRN CREATE HOGYE INSPECTION-201815053 ( 2 TIMES)    EK CANCEL KARDIA , EK CAA KARDIA - ISKO THIK KARDJIE INSPECTION CAA NHI HO PARHA.  & 2 TIMES CREATE KYU HUE HAI ..RESOLVE THIS.",,50
please remove mandatory from MRN in bill no and bill date ,,50
"BATCH WISE STOCK 1 EXPORT TO EXCEL NHI HOTI SOMETIMES .  PFA  Simple Service Error on: {0} Input string was not in a correct format. at System.Number.StringToNumber(String str, NumberStyles options, NumberBuffer& number, NumberFormatInfo info, Boolean parseDecimal) at System.Number.ParseUInt32(String value, NumberStyles options, NumberFormatInfo numfmt) at System.Convert.ToUInt32(String value) at Utility.ExportExcel.StoreReportExportDataTable.d__1",,80
MAKE A PIVOT REPORT OF COURSES   ,,50
SOMETIMES GATE ENTRY IS APPROVED BUT SHOWS NA STATUS.  & ALSO EDIT BUTTON REMAINS OPEN WHEN STATUS IS APPROVED.,,50
create api for mobile attendance,,50
Please Complete Work as Per System. In supplier Bill Company Shipping different Address is not getting Add pls find the Attachment,,35
inward note- 201824411  inward me data nhi show kar rha .  also provide permanent soltion.,,50
IN/24-25/134  DATA NOT SHOWING.  ,,50
item production form open karne pe erp logout horha hai.,,50
In menu buttons 4th number i button - open link given below  https://wa.me/917042707689/?text=TeamSanchay,,50
ITEM BOM MFG NOT GETTING SAVE .  LOADER RUNNING PLS CHECK.,,50
Please Complete Work as Per System. pls find the attachment Loader buffering on sales order form open time and taking too much time for open the sales order form and In sales order form Sales quotation data is not showing in Sales order item pop up,,50
Please Complete Work as Per System. Batch Wise Stock 1 Single particular date Closing stock All Data is not showing pls resolve as soon as possible ,,50
"Please Complete Work as Per System.  1. SO/25-26/7 approval and edit view time item is not showing only calculation amount showing and also in print, 2. SO/25-26/7 update karne par loading ho raha hai, 3. SO/25-26/60 print m ek item double show karra hai pls resolve as soon as possible",,35
In ERP SKU :- KP-100-P30(C) Two Batch Code Showing In Transaction Batch Code:( 24SS2111 & 24ss2111). Please Fix This Issue And Only One Batch Code:24SS2111 Show in all Transaction and also Change impact all transactions and Reports.    ,,35
"Please Complete Work as Per System. Production Plan Number - 20251, 20252, 20253 production plan m data search karne par kuch nhi show kar raha hai save ho jara hai but search karne p kuch nhi dikha ra no record found",,50
